Oportunitats;ID;Grau;Universitat;Poblacio;Plaçes orientatives;Nota;Anàlisi Musical (*);Arts Escèniques (*);Biologia;Ciències Generals (*);Cor i tècnica Vocal (*);Dibuix Artístic;Dibuix Tècnic;Dibuix Tècnic aplicat a les Arts;Disseny;Física;Fonaments Artístics (Historia de l'Art);Funcionament de l’Empresa i Models de Negoci (Empresa);Geografia;Geologia i Ciències Ambientals (*);Història de la Música i de la Dansa (*);Història de l'Art;Literatura Castellana (*);Literatura Catalana (*);Literatura Dramàtica (*);Llengua i Cultura Gregues (Grec) (*);Llengua i Cultura Llatines (Llatí) (*);Matemàtiques;Matemàtiques Aplicades;Moviments culturals i artístics (*);Química;Tècniques d’Expressió Graficoplàstica (*);Tecnologia
7;81049;Educació Infantil / Educació Primària (5 anys) (Simultaneïtat);UdG;Girona;50;9,9;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
7;71050;Educació Infantil / Educació Primària (5 anys) (Simultaneïtat);URV;Tarragona;30;9,968;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
7;71076;Educació Infantil / Educació Primària (5 anys) (Simultaneïtat);URV;Tortosa;10;8,596;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
7;91030;Educació Infantil / Educació Primària (Menció en Llengua Anglesa) (5 anys) (Simultaneïtat);UVic-UCC;Vic;40;5;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
6;11014;Educació Primària;UB;Barcelona;375;8,922;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
6;21018;Educació Primària;UAB;Cerdanyola del Vallès;180;8,96;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
6;21102;Educació Primària (Docència en Anglès);UAB;Cerdanyola del Vallès;75;8,136;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
6;61072;Educació Primària (modalitat bilingüe);UdL;Lleida;30;5;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
6;61073;Educació Primària (modalitat dual);UdL;Lleida;95;7,374;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
6;81018;Educació Primària;UdG;Girona;80;8,766;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
6;71011;Educació Primària;URV;Tarragona;80;8,956;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
6;71033;Educació Primària;URV;Tortosa;40;7,294;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
6;91009;Educació Primària;UVic-UCC;Vic;70;5,468;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
7;71076;Educació Primària / Educació Infantil (5 anys) (Simultaneïtat);URV;Tortosa;10;8,596;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
7;91030;Educació Primària / Educació Infantil (Menció en Llengua Anglesa) (5 anys) (Simultaneïtat);UVic-UCC;Vic;40;5;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
7;61038;Educació Primària / Ciències de l'Activitat Física i de l'Esport (Simultaneïtat);UdL;Lleida;30;8,956;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
7;91055;Educació Primària (Menció en Educació Física) / Ciències de l'Activitat Física i de l'Esport (Simultaneïtat);UVic-UCC;Vic;40;5;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
7;11072;Educació Primària / Educació Infantil (5 anys) (Simultaneïtat);UB;Barcelona;40;10,71;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
7;21111;Educació Primària / Educació Infantil (5 anys) (Simultaneïtat);UAB;Cerdanyola del Vallès;20;10,693;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
7;61037;Educació Primària / Educació Infantil (5 anys) (Simultaneïtat);UdL;Lleida;35;8,82;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
7;81049;Educació Primària / Educació Infantil (5 anys) (Simultaneïtat);UdG;Girona;50;9,9;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
7;71050;Educació Primària / Educació Infantil (5 anys) (Simultaneïtat);URV;Tarragona;30;9,968;0,2;0,2;0,2;0,2;0,2;0,2;;;;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;;
6;11015;Educació Social;UB;Barcelona;180;7,787;0,2;0,2;;0,2;0,2;;;;;;0,1;0,2;0,2;;0,2;;;;0,2;0,2;0,2;0,2;0,2;0,2;;;
6;21019;Educació Social;UAB;Cerdanyola del Vallès;80;8,77;0,2;0,2;;0,2;0,2;;;;;;0,1;0,2;0,2;;0,2;;;;0,2;0,2;0,2;0,2;0,2;0,2;;;
6;61013;Educació Social;UdL;Lleida;80;7,213;0,2;0,2;;0,2;0,2;;;;;;0,1;0,2;0,2;;0,2;;;;0,2;0,2;0,2;0,2;0,2;0,2;;;
6;81019;Educació Social;UdG;Girona;60;7,68;0,2;0,2;;0,2;0,2;;;;;;0,1;0,2;0,2;;0,2;;;;0,2;0,2;0,2;0,2;0,2;0,2;;;
6;71012;Educació Social;URV;Tarragona;55;7,977;0,2;0,2;;0,2;0,2;;;;;;0,1;0,2;0,2;;0,2;;;;0,2;0,2;0,2;0,2;0,2;0,2;;;
6;91010;Educació Social;UVic-UCC;Vic;45;5;0,2;0,2;;0,2;0,2;;;;;;0,1;0,2;0,2;;0,2;;;;0,2;0,2;0,2;0,2;0,2;0,2;;;
8;11073;Empresa Internacional (Docència en Anglès);UB;Barcelona;80;11,316;;;0,1;;;;;;;0,1;;0,2;0,2;;;;;;;;0,2;0,2;0,2;;0,1;;
8;21087;Empresa i Tecnologia;UAB;Sabadell;80;9,474;;;0,1;0,1;;;;;;0,1;;0,2;0,2;;;;;;;;0,2;0,2;0,2;;0,1;;
8;31125;"Empresa, Innovació i Tecnologia ""EUNCET"" (Campus 22@) (semipresencial)";UPC;Barcelona;35;5;;;0,2;;;;;;;0,2;;0,2;0,2;;;;;;;;;0,2;0,2;;0,2;;
8;31126;"Empresa, Innovació i Tecnologia ""EUNCET"" (Campus 22@)";UPC;Barcelona;70;5;;;0,2;;;;;;;0,2;;0,2;0,2;;;;;;;;;0,2;0,2;;0,2;;
8;31127;"Empresa, Innovació i Tecnologia ""EUNCET"" (Campus Terrassa) (semipresencial)";UPC;Terrassa;35;5;;;0,2;;;;;;;0,2;;0,2;0,2;;;;;;;;;0,2;0,2;;0,2;;
8;31128;"Empresa, Innovació i Tecnologia ""EUNCET"" (Campus Terrassa)";UPC;Terrassa;70;5;;;0,2;;;;;;;0,2;;0,2;0,2;;;;;;;;;0,2;0,2;;0,2;;
9;31129;"Empresa, Innovació i Tecnologia ""EUNCET"" / Màrqueting, Innovació i Tecnologia ""EUNCET"" (Campus 22@) (simultaneïtat)";UPC;Barcelona;35;5;0,2;0,2;0,2;;0,2;;;;;0,2;;0,2;0,2;;;;;;;;;0,2;0,2;;0,2;;
9;31130;"Empresa, Innovació i Tecnologia ""EUNCET"" / Màrqueting, Innovació i Tecnologia ""EUNCET"" (Campus Terrassa) (simultaneïtat)";UPC;Terrassa;35;5;0,2;0,2;0,2;;0,2;;;;;0,2;;0,2;0,2;;;;;;;;;0,2;0,2;;0,2;;
8;61006;Enginyeria Agrària i Alimentària;UdL;Lleida;60;6,69;;;0,2;;;;0,1;;;0,2;;0,1;;0,2;;;;;;;;0,2;;;0,2;;0,2
8;81032;Enginyeria Agroalimentària;UdG;Girona;40;6,842;;;0,2;;;;0,1;;;0,2;;0,1;;0,2;;;;;;;;0,2;;;0,2;;0,2
8;31004;Enginyeria Alimentària;UPC;Castelldefels;55;7,446;;;0,2;;;;0,1;;;0,2;;0,1;;0,2;;;;;;;;0,2;;;0,2;;0,2
8;31100;Enginyeria Ambiental;UPC;Castelldefels, Barcelona;60;7,252;;;0,2;;;;;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;
9;11059;Enginyeria Biomèdica;UB;Barcelona;40;12,74;;;0,2;;;;;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;0,2
9;31051;Enginyeria Biomèdica;UPC;Barcelona, Sant Adrià de Besòs;55;11,946;;;0,2;;;;;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;0,2
9;41033;Enginyeria Biomèdica;UPF;No encontrado;40;12,418;;;0,2;;;;;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;0,2
9;81063;Enginyeria Biomèdica;UdG;Girona;40;10,426;;;0,2;;;;;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;0,2
9;71064;Enginyeria Biomèdica;URV;Tarragona;40;9,78;;;0,2;;;;;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;0,2
10;71070;Enginyeria Biomèdica / Enginyeria de Sistemes i Serveis de Telecomunicacions (Simultaneïtat);URV;Tarragona;10;10,242;;;0,2;;;;0,1;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;0,2
8;31103;Enginyeria Civil;UPC;Barcelona;120;9,926;;;;;;;0,2;;;0,2;;;;0,1;;;;;;;;0,2;;;0,2;;0,2
9;31113;Enginyeria Civil, Grau en + Màster Universitari en Enginyeria de Camins, Canals i Ports (PARS: Enginyer/a de Camins, Canals i Ports);UPC;Barcelona;40;11,498;;;;;;;0,2;;;0,2;;;;0,1;;;;;;;;0,2;;;0,2;;0,2
9;31091;Enginyeria d'Automoció (Campus Manresa);UPC;Manresa, Barcelona;50;10,55;;;0,1;;;;0,2;0,1;0,1;0,2;;0,1;;0,1;;;;;;;;0,2;;;0,2;;0,2
9;21132;"Enginyeria d'Automoció ""EU Salesiana de Sarrià""";UAB;Barcelona;55;5;;;0,1;;;;0,2;0,1;0,1;0,2;;0,1;;0,1;;;;;;;;0,2;;;0,2;;0,2
8;71061;Enginyeria de Bioprocessos Alimentaris;URV;Tarragona;40;6,238;;;0,2;;;;0,2;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;0,2
8;31097;Enginyeria de Ciències Agronòmiques;UPC;Castelldefels;55;6,756;;;0,2;;;;0,1;;;0,2;;0,1;;0,2;;;;;;;;0,2;;;0,2;;0,2
10;21118;Enginyeria de Dades;UAB;Cerdanyola del Vallès;60;10,284;;;0,2;0,1;;;0,1;0,1;0,1;0,2;;0,1;;;;;;;;;;0,2;;;0,1;0,1;0,1
9;91057;"Enginyeria de Disseny Industrial ""Elisava""";UVic-UCC;Barcelona;90;5;;;;;;0,2;0,2;0,2;0,2;0,2;;0,1;;;;;;;;;;0,2;0,1;;;0,2;0,2
9;31006;Enginyeria de Disseny Industrial i Desenvolupament del Producte (Vilanova i la Geltrú);UPC;Vilanova i la Geltrú;100;8,2;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;;;;;;;0,2;;;0,2;0,2;0,2
9;31022;Enginyeria de Disseny Industrial i Desenvolupament del Producte (Terrassa);UPC;Terrassa;60;10,826;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;;;;;;;0,2;;;0,2;0,2;0,2
9;91051;Enginyeria de l'Automoció;UVic-UCC;Granollers;45;6,85;;;0,1;;;;0,2;0,1;0,1;0,2;;0,1;;0,1;;;;;;;;0,2;;;0,2;;0,2
9;31052;Enginyeria de l'Energia;UPC;Barcelona, Sant Adrià de Besòs;70;9,038;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;61061;Enginyeria de l'Energia i Sostenibilitat / Enginyeria en Electrònica Industrial i Automàtica / Enginyeria Mecànica (Agrupació);UdL;Lleida;110;6,884;;;0,2;;;;0,2;0,1;0,1;0,2;;0,1;;0,2;;;;;;;;0,2;;;0,2;0,1;0,2
10;61075;Enginyeria de l'Energia i Sostenibilitat / Enginyeria en Electrònica Industrial i Automàtica / Enginyeria Mecànica (agrupació) Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial);UdL;Lleida;10;9,978;;;0,2;;;;0,2;0,1;0,1;0,2;;0,1;;0,2;;;;;;;;0,2;;;0,2;0,1;0,2
10;61065;Enginyeria de l'Energia i Sostenibilitat / Enginyeria Mecànica (Simultaneïtat);UdL;Lleida;10;10,218;;;0,2;;;;0,2;0,1;0,1;0,2;;0,1;;0,2;;;;;;;;0,2;;;0,2;0,1;0,2
9;11060;Enginyeria de Materials;UB;Barcelona;40;8,49;;;;;;;;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
9;31025;Enginyeria de Materials;UPC;Barcelona, Sant Adrià de Besòs;40;8,662;;;;;;;;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;31104;Eng. de Recursos Minerals i el seu Reciclatge / Eng. Electrònica, Industrial i Automàtica / Eng. Mecànica / Eng. Química (Agrupació);UPC;Manresa;180;7,776;;;;;;;0,2;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;0,2
10;31123;Enginyeria de Satèl·lits;UPC;Castelldefels;50;11,028;;;;;;;0,1;;;0,2;;;;;;;;;;;;0,2;;;0,1;;0,2
10;31084;Enginyeria de Sistemes Aeroespacials;UPC;Castelldefels;120;10,942;;;0,1;;;;0,2;0,1;0,1;0,2;;0,1;;0,1;;;;;;;;0,2;;;0,2;;0,2
10;31085;Eng. de Sistemes Aeroespacials / Eng. de Sistemes de Telecomunicació - Eng. Telemàtica (Agrupació de Simultaneïtat);UPC;Castelldefels;40;10,917;;;0,1;;;;0,2;0,1;0,1;0,2;;0,1;;0,1;;;;;;;;0,2;;;0,2;;0,2
9;31010;Enginyeria de Sistemes Audiovisuals;UPC;Terrassa;60;7,144;;;;;;;0,1;;;0,2;;;;;;;;;;;;0,2;;;0,1;;0,2
9;31011;Enginyeria de Sistemes Biològics;UPC;Castelldefels;55;9,247;;;0,2;;;;;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;0,2
10;21115;Enginyeria de Sistemes de Telecomunicació / Enginyeria Electrònica de Telecomunicació (Agrupació);UAB;Cerdanyola del Vallès;140;7,9;;;;;;;0,1;;;0,2;;;;;;;;;;;;0,2;;;0,1;;0,2
10;31076;Enginyeria Telemàtica / Enginyeria de Sistemes de Telecomunicació (inclou xarxes i Internet) (agrupació);UPC;Castelldefels;80;7,912;;;;;;;0,1;;;0,2;;;;;;;;;;;;0,2;;;0,1;;0,2
10;31077;Enginyeria de Sistemes de Telecomunicació / Enginyeria Telemàtica (Inclou Xarxes i Internet) (Febrer) (Agrupació);UPC;Castelldefels;20;6,97;;;;;;;0,1;;;0,2;;;;;;;;;;;;0,2;;;0,1;;0,2
10;31085;Eng. de Sistemes de Telecomunicació - Eng. Telemàtica / Eng. de Sistemes Aeroespacials (Agrupació de Simultaneïtat);UPC;Castelldefels;40;10,917;;;0,1;;;;0,2;0,1;0,1;0,2;;0,1;;0,1;;;;;;;;0,2;;;0,2;;0,2
10;21105;Enginyeria de Sistemes de Telecomunicació / Enginyeria Informàtica (Simultaneïtat);UAB;Cerdanyola del Vallès;20;9,66;;;0,2;0,1;;;0,2;;;0,2;;0,1;;;;;;;;;;0,2;;;0,2;;0,2
10;71042;Enginyeria de Sistemes i Serveis de Telecomunicacions;URV;Tarragona;40;7,747;;;;;;;0,1;;;0,2;;;;;;;;;;;;0,2;;;0,1;;0,2
10;71070;Enginyeria de Sistemes i Serveis de Telecomunicacions / Enginyeria Biomèdica (Simultaneïtat);URV;Tarragona;10;10,242;;;0,2;;;;0,1;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;0,2
10;31065;Enginyeria de Sistemes TIC (Àmbit d'Informàtica i Comunicacions);UPC;Manresa;44;7,34;;;0,1;;;;0,2;0,1;0,1;0,2;;0,1;;0,1;;;;;;;;0,2;;;0,2;0,1;0,2
10;31015;Eng. de Tecnologia i Disseny Tèxtil / Eng. Elèctrica / Eng. Electrònica Industrial i Automàtica / Eng. Mecànica / Eng. Química (Agrupació);UPC;Terrassa;270;9;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;31086;Enginyeria de Tecnologies i Serveis de Telecomunicació;UPC;Barcelona;180;8,646;;;;;;;0,1;;;0,2;;;;;;;;;;;;0,2;;;0,1;;0,2
10;31111;Enginyeria de Tecnologies i Serveis de Telecomunicació, Grau en + Màster Universitari en Enginyeria de Telecomunicació (PARS: Enginyer/a de Telecomunicació);UPC;Barcelona;40;11,006;;;;;;;0,1;;;0,2;;;;;;;;;;;;0,2;;;0,1;;0,2
10;41020;Enginyeria de Xarxes de Telecomunicació;UPF;No encontrado;40;NS;;;;;;;0,1;;;0,2;;;;;;;;;;;;0,2;;;0,1;;0,2
10;41057;"Eng. d'Organització Industrial / Eng. Electrònica Industrial i Automàtica / Eng. Mecànica ""Tecnocampus"" (Agrupació)";UPF;Mataró;80;6,682;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
9;31053;Enginyeria Elèctrica;UPC;Barcelona, Sant Adrià de Besòs;80;8,904;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
9;81040;Enginyeria Elèctrica;UdG;Girona;40;7,266;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
9;71037;Enginyeria Elèctrica;URV;Tarragona;50;7,102;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;81050;Eng. Elèctrica / Eng. Electrònica, Industrial i Automàtica (Simultaneïtat);UdG;Girona;15;7,126;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;71058;Eng. Elèctrica / Eng. Electrònica, Industrial i Automàtica (Simultaneïtat);URV;Tarragona;10;9,078;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;31124;Eng. Elèctrica i Sistemes Ferroviaris / Eng. Electrònica, Industrial i Automàtica / Eng. Mecànica (Agrupació);UPC;Vilanova i la Geltrú;200;7,728;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;31015;Eng. Elèctrica / Eng. de Tecnologia i Disseny Tèxtil / Eng. Electrònica Industrial i Automàtica / Eng. Mecànica / Eng. Química  (Agrupació);UPC;Terrassa;270;9;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;11017;Enginyeria Electrònica de Telecomunicació;UB;Barcelona;40;8,954;;;;;;;0,1;;;0,2;;;;;;;;;;;;0,2;;;0,1;;0,2
10;31099;Enginyeria Electrònica de Telecomunicació;UPC;Barcelona;50;9,894;;;;;;;0,1;;;0,2;;;;;;;;;;;;0,2;;;0,1;;0,2
10;21115;Enginyeria Electrònica de Telecomunicació / Enginyeria de Sistemes de Telecomunicació (Agrupació);UAB;Cerdanyola del Vallès;140;7,9;;;;;;;0,1;;;0,2;;;;;;;;;;;;0,2;;;0,1;;0,2
10;21106;Enginyeria Electrònica de Telecomunicació / Enginyeria Informàtica (Simultaneïtat);UAB;Cerdanyola del Vallès;20;9,458;;;0,2;0,1;;;0,2;;;0,2;;0,1;;;;;;;;;;0,2;;;0,2;;0,2
9;21025;"Enginyeria Electrònica Industrial i Automàtica ""EU Salesiana de Sarrià""";UAB;Barcelona;30;5,092;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
9;31054;Enginyeria Electrònica Industrial i Automàtica;UPC;Barcelona, Sant Adrià de Besòs;135;8,954;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
9;81021;Enginyeria Electrònica Industrial i Automàtica;UdG;Girona;50;7,056;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
9;71038;Enginyeria Electrònica Industrial i Automàtica;URV;Tarragona;80;6,878;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;41057;"Eng. Electrònica Industrial i Automàtica / Eng. d'Organització Industrial / Eng. Mecànica ""Tecnocampus"" (Agrupació)";UPF;Mataró;80;6,682;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;61075;Enginyeria en Electrònica Industrial i Automàtica / Enginyeria de l'Energia i Sostenibilitat / Enginyeria Mecànica (agrupació) Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial);UdL;Lleida;10;9,978;;;0,2;;;;0,2;0,1;0,1;0,2;;0,1;;0,2;;;;;;;;0,2;;;0,2;0,1;0,2
10;81050;Eng. Electrònica, Industrial i Automàtica / Eng. Elèctrica (Simultaneïtat);UdG;Girona;15;7,126;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;71058;Eng. Electrònica, Industrial i Automàtica / Eng. Elèctrica (Simultaneïtat);URV;Tarragona;10;9,078;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;31124;Eng. Electrònica, Industrial i Automàtica / Eng. Elèctrica  i Sistemes Ferroviaris / Eng. Mecànica (Agrupació);UPC;Vilanova i la Geltrú;200;7,728;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;31015;Eng. Electrònica Industrial i Automàtica / Eng. de Tecnologia i Disseny Tèxtil / Eng. Elèctrica / Eng. Mecànica / Eng. Química  (Agrupació);UPC;Terrassa;270;9;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;21112;"Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica ""EU Salesiana de Sarrià"" (simultaneïtat)";UAB;Barcelona;15;5,124;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;31104;Eng. Electrònica, Industrial i Automàtica / Eng. Mecànica / Eng. Química / Eng. de Recursos Minerals i el seu Reciclatge (Agrupació);UPC;Manresa;180;7,776;;;;;;;0,2;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;0,2
10;61061;Enginyeria en Electrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat (agrupació);UdL;Lleida;110;6,884;;;0,2;;;;0,2;0,1;0,1;0,2;;0,1;;0,2;;;;;;;;0,2;;;0,2;0,1;0,2
9;21127;"Enginyeria en Energies Renovables i Eficiència Energètica ""EU Salesiana de Sarrià""";UAB;Barcelona;30;5,008;;;0,1;;;;0,2;0,1;0,1;0,2;;0,1;;0,1;;;;;;;;0,2;;;0,1;0,1;0,2
9;31087;Enginyeria en Geoinformació i Geomàtica;UPC;Barcelona;50;6,928;;;;;;;0,2;;;0,2;;;0,1;0,2;;;;;;;;0,2;;;;;
9;21022;"Enginyeria en Organització Industrial ""EU Salesiana de Sarrià""";UAB;Barcelona;45;5,092;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;;;0,2
10;61070;Enginyeria en Organització Industrial i Logística / Administració i Direcció d'Empreses (simultaneïtat);UdL;Igualada;10;8,006;;;0,2;;;;0,2;0,1;0,1;0,2;;0,2;0,2;0,1;;;;;;;;0,2;0,2;;0,2;0,1;0,2
10;61060;Enginyeria en Organització Industrial i Logística / Enginyeria Química (Agrupació);UdL;Igualada;50;6,832;;;0,1;;;;0,2;0,1;0,1;0,2;;0,1;;0,1;;;;;;;;0,2;;;0,2;0,1;0,2
9;41018;Enginyeria en Sistemes Audiovisuals;UPF;No encontrado;55;9,733;;;;;;;0,1;;;0,2;;;;;;;;;;;;0,2;;;0,1;;0,2
9;31049;Enginyeria en Sistemes i Tecnologia Naval;UPC;Barcelona;65;9,262;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;31112;Enginyeria en Tecnologies Aeroespacials, Grau en + Màster Universitari en Enginyeria Aeronàutica (PARS: Enginyer/a Aeronàutic/a);UPC;Terrassa;60;12,93;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
9;81041;Enginyeria en Tecnologies Industrials;UdG;Girona;70;10,198;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;81046;Enginyeria en Tecnologies Industrials / Administració i Direcció d'Empreses (Simultaneïtat);UdG;Girona;15;10,198;;;0,2;;;;0,2;;;0,2;;0,2;0,2;;;;;;;;;0,2;0,2;;0,2;;0,2
10;31114;Enginyeria en Tecnologies Industrials, Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial)) (Terrassa);UPC;Terrassa;180;10,04;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;31115;Enginyeria en Tecnologies Industrials, Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial) (Barcelona);UPC;Barcelona;400;11,09;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;31031;Enginyeria en Vehicles Aeroespacials;UPC;Terrassa;60;12,5;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
9;31067;Enginyeria Física;UPC;Barcelona;44;12,61;;;;;;;;;;0,2;;;;;;;;;;;;0,2;;;0,2;;
8;61014;Enginyeria Forestal;UdL;Lleida;40;5,26;;;0,2;;;;0,1;;;0,2;;0,1;;0,2;;;;;;;;0,2;;;0,2;;0,2
9;61042;Enginyeria Forestal / Conservació de la Natura (Simultaneïtat);UdL;Lleida;25;5;;;0,2;;;;0,1;;;0,2;;0,1;;0,2;;;;;;;;0,2;;;0,2;;0,2
