Oportunitats;ID;Grau;Universitat;Poblacio;Plaçes orientatives;Nota;Anàlisi Musical (*);Arts Escèniques (*);Biologia;Ciències Generals (*);Cor i tècnica Vocal (*);Dibuix Artístic;Dibuix Tècnic;Dibuix Tècnic aplicat a les Arts;Disseny;Física;Fonaments Artístics (Historia de l'Art);Funcionament de l’Empresa i Models de Negoci (Empresa);Geografia;Geologia i Ciències Ambientals (*);Història de la Música i de la Dansa (*);Història de l'Art;Literatura Castellana (*);Literatura Catalana (*);Literatura Dramàtica (*);Llengua i Cultura Gregues (Grec) (*);Llengua i Cultura Llatines (Llatí) (*);Matemàtiques;Matemàtiques Aplicades;Moviments culturals i artístics (*);Química;Tècniques d’Expressió Graficoplàstica (*);Tecnologia
10;11018;Enginyeria Informàtica;UB;Barcelona;70;10,066;;;0,2;0,1;;;0,2;;;0,2;;0,1;;;;;;;;;;0,2;;;0,2;;0,2
10;21071;Enginyeria Informàtica;UAB;Cerdanyola del Vallès;190;9,845;;;0,2;0,1;;;0,2;;;0,2;;0,1;;;;;;;;;;0,2;;;0,2;;0,2
10;31037;Enginyeria Informàtica (Vilanova i la Geltrú);UPC;Vilanova i la Geltrú;55;9,65;;;0,2;0,1;;;0,2;;;0,2;;0,1;;;;;;;;;;0,2;;;0,2;;0,2
10;31059;Enginyeria Informàtica (Barcelona);UPC;Barcelona;360;10,544;;;0,2;0,1;;;0,2;;;0,2;;0,1;;;;;;;;;;0,2;;;0,2;;0,2
10;41019;Enginyeria en Informàtica;UPF;No encontrado;55;10,89;;;0,2;0,1;;;0,2;;;0,2;;0,1;;;;;;;;;;0,2;;;0,2;;0,2
10;61015;Enginyeria Informàtica;UdL;Lleida;60;7,888;;;0,2;0,1;;;0,2;;;0,2;;0,1;;;;;;;;;;0,2;;;0,2;;0,2
10;61074;Enginyeria Informàtica;UdL;Igualada;35;7,372;;;0,2;0,1;;;0,2;;;0,2;;0,1;;;;;;;;;;0,2;;;0,2;;0,2
10;81042;Enginyeria Informàtica;UdG;Girona;100;8,514;;;0,2;0,1;;;0,2;;;0,2;;0,1;;;;;;;;;;0,2;;;0,2;;0,2
10;71039;Enginyeria Informàtica;URV;Tarragona;110;8,662;;;0,2;0,1;;;0,2;;;0,2;;0,1;;;;;;;;;;0,2;;;0,2;;0,2
10;31116;Enginyeria Informàtica, Grau en + Màster Universitari en Enginyeria Informàtica (PARS: Enginyer/a Informàtic/a);UPC;Barcelona;40;11,708;;;0,2;0,1;;;0,2;;;0,2;;0,1;;;;;;;;;;0,2;;;0,2;;0,2
10;61076;Enginyeria Informàtica, Grau en + Màster Universitari en Enginyeria Informàtica (PARS: Enginyer/a Informàtic/a);UdL;Lleida;10;7,633;;;0,2;0,1;;;0,2;;;0,2;;0,1;;;;;;;;;;0,2;;;0,2;;0,2
10;41047;"Eng. Informàtica de Gestió i Sistemes d'Informació ""Tecnocampus""";UPF;Mataró;50;7,236;;;;;;;0,1;;;0,2;;0,1;;;;;;;;;;0,2;;;0,1;;0,2
10;41052;"Enginyeria Informàtica de Gestió i Sistemes d'Informació / Disseny i Producció de Videojocs ""Tecnocampus"" (Simultaneïtat)";UPF;Mataró;30;5;;;;;;0,2;0,2;0,2;0,2;0,2;0,2;0,1;;;;0,2;;;;;;0,2;0,1;0,2;0,1;0,2;0,2
10;61036;Enginyeria Informàtica / Administració i Direcció d'Empreses (Simultaneïtat);UdL;Lleida;10;11,05;;;0,2;0,1;;;0,2;;;0,2;;0,2;0,2;;;;;;;;;0,2;0,2;;0,2;;0,2
10;71056;Enginyeria Informàtica / Biotecnologia (Simultaneïtat);URV;Tarragona;10;10,224;;;0,2;0,1;;;0,2;;;0,2;;0,1;;;;;;;;;;0,2;;;0,2;;0,2
10;21106;Enginyeria Informàtica / Enginyeria Electrònica de Telecomunicació (Simultaneïtat);UAB;Cerdanyola del Vallès;20;9,458;;;0,2;0,1;;;0,2;;;0,2;;0,1;;;;;;;;;;0,2;;;0,2;;0,2
10;21105;Enginyeria Informàtica / Enginyeria de Sistemes de Telecomunicació (Simultaneïtat);UAB;Cerdanyola del Vallès;20;9,66;;;0,2;0,1;;;0,2;;;0,2;;0,1;;;;;;;;;;0,2;;;0,2;;0,2
10;11016;Enginyeria Informàtica / Matemàtiques (Simultaneïtat);UB;Barcelona;20;12,378;;;0,2;0,1;;;0,2;;;0,2;;0,1;;0,1;;;;;;;;0,2;0,2;;0,2;;0,2
10;41056;Enginyeria Matemàtica en Ciència de Dades;UPF;No encontrado;40;11,526;;;;0,1;;;0,1;;;0,2;;0,1;;;;;;;;;;0,2;;;0,1;;0,2
10;71081;Enginyeria Matemàtica i Física;URV;Tarragona;20;11,81;;;0,1;0,1;;;0,1;;;0,2;;;;0,1;;;;;;;;0,2;0,2;;0,2;;0,1
9;21026;"Enginyeria Mecànica ""EU Salesiana de Sarrià""";UAB;Barcelona;40;6,882;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
9;31027;Enginyeria Mecànica;UPC;Barcelona, Sant Adrià de Besòs;235;10,014;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
9;81022;Enginyeria Mecànica;UdG;Girona;90;8,077;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
9;71040;Enginyeria Mecànica;URV;Tarragona;65;7,595;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;61065;Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat (Simultaneïtat);UdL;Lleida;10;10,218;;;0,2;;;;0,2;0,1;0,1;0,2;;0,1;;0,2;;;;;;;;0,2;;;0,2;0,1;0,2
10;61075;Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat / Enginyeria en Electrònica Industrial i Automàtica /  (agrupació) Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial);UdL;Lleida;10;9,978;;;0,2;;;;0,2;0,1;0,1;0,2;;0,1;;0,2;;;;;;;;0,2;;;0,2;0,1;0,2
10;21112;"Enginyeria Mecànica / Enginyeria Electrònica Industrial i Automàtica ""EU Salesiana de Sarrià"" (simultaneïtat)";UAB;Barcelona;15;5,124;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;31104;Eng. Mecànica / Eng. Electrònica, Industrial i Automàtica / Eng. Química / Eng. de Recursos Minerals i el seu Reciclatge (Agrupació);UPC;Manresa;180;7,776;;;;;;;0,2;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;0,2
10;41057;"Eng. Mecànica / Eng. d'Organització Industrial / Eng. Electrònica Industrial i Automàtica ""Tecnocampus"" (Agrupació)";UPF;Mataró;80;6,682;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;31124;Eng. Mecànica / Eng. Electrònica, Industrial i Automàtica / Eng. Elèctrica i Sistemes Ferroviaris (Agrupació);UPC;Vilanova i la Geltrú;200;7,728;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;31015;Eng. Mecànica / Eng. Electrònica Industrial i Automàtica / Eng. de Tecnologia i Disseny Tèxtil / Eng. Elèctrica / Eng. Química (Agrupació);UPC;Terrassa;270;9;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;61061;Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat / Enginyeria en Electrònica Industrial i Automàtica (Agrupació);UdL;Lleida;110;6,884;;;0,2;;;;0,2;0,1;0,1;0,2;;0,1;;0,2;;;;;;;;0,2;;;0,2;0,1;0,2
9;91011;Enginyeria Mecatrònica;UVic-UCC;Vic;45;5;;;0,1;;;;0,2;0,1;0,1;0,2;;0,1;;0,1;;;;;;;;0,2;;;0,2;0,1;0,2
9;11019;Enginyeria Química;UB;Barcelona;70;10,916;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
9;21090;Enginyeria Química;UAB;Cerdanyola del Vallès;80;9,438;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
9;31055;Enginyeria Química;UPC;Barcelona, Sant Adrià de Besòs;100;9,572;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
9;81023;Enginyeria Química;UdG;Girona;40;8,178;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
9;71041;Enginyeria Química;URV;Tarragona;80;8,735;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;31015;Eng. Química / Eng. Elèctrica / Eng. Electrònica Industrial i Automàtica / Eng. de Tecnologia i Disseny Tèxtil / Eng. Mecànica (Agrupació);UPC;Terrassa;270;9;;;;;;;0,2;;;0,2;;;;;;;;;;;;0,2;;;0,2;;0,2
10;31104;Eng. Química / Eng. Electrònica, Industrial i Automàtica / Eng. Mecànica / Eng. de Recursos Minerals i el seu Reciclatge (Agrupació);UPC;Manresa;180;7,776;;;;;;;0,2;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;0,2
9;61060;Enginyeria Química / Enginyeria en Organització Industrial i Logística  (Agrupació);UdL;Igualada;50;6,832;;;0,1;;;;0,2;0,1;0,1;0,2;;0,1;;0,1;;;;;;;;0,2;;;0,2;0,1;0,2
10;31076;Eng. Telemàtica (Inclou Xarxes i Internet) / Eng. de Sistemes de Telecomunicació (Agrupació);UPC;Castelldefels;80;7,912;;;;;;;0,1;;;0,2;;;;;;;;;;;;0,2;;;0,1;;0,2
10;31077;Enginyeria Telemàtica / Enginyeria de Sistemes de Telecomunicació (inclou xarxes i Internet) (febrer) (agrupació);UPC;Castelldefels;20;6,97;;;;;;;0,1;;;0,2;;;;;;;;;;;;0,2;;;0,1;;0,2
10;31085;Eng. Telemàtica - Eng. de Sistemes de Telecomunicació / Eng. de Sistemes Aeroespacials (Agrupació de Simultaneïtat);UPC;Castelldefels;40;10,917;;;0,1;;;;0,2;0,1;0,1;0,2;;0,1;;0,1;;;;;;;;0,2;;;0,2;;0,2
7;71013;Enologia;URV;Tarragona;35;5,49;;;0,2;0,1;;;;;;0,2;;;;;;;;;;;;;;;0,2;;
10;91902;Estadística;UB/UPC;Barcelona;50;10,11;;;0,2;;;;;;;;;0,2;;;;;;;;;;0,2;0,2;;;;
10;21128;Estadística Aplicada;UAB;Cerdanyola del Vallès;40;9,5;;;0,2;;;;;;;;;0,2;;;;;;;;;;0,2;0,2;;;;
10;91914;Estadística / Economia (Simultaneïtat);UB/UPC;Barcelona;20;10,9;;;0,2;;;;;;;0,2;;0,2;0,2;;;;;;;;;0,2;0,2;;0,2;;
10;21129;Estadística Aplicada / Sociologia (Simultaneïtat);UAB;Cerdanyola del Vallès;20;8,776;;;0,2;;;;;;;0,2;;0,2;0,2;0,2;;0,2;;;;;0,2;0,2;0,2;0,1;0,2;;
5;11021;Estudis Anglesos (Docència en Anglès);UB;Barcelona;160;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
5;21135;Estudis Anglesos;UAB;Cerdanyola del Vallès;80;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
5;61054;Estudis Anglesos;UdL;Lleida;40;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
6;61051;Estudis Anglesos / Llengües Aplicades i Traducció (Simultaneïtat);UdL;Lleida;10;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;0,2;;;;
3;11094;Estudis Àrabs i Hebreus;UB;Barcelona;40;5;;;;;;;;;;;;;;;;;0,2;0,2;0,1;0,2;0,2;;;;;;
5;21140;Estudis d'Anglès i Català;UAB;Cerdanyola del Vallès;30;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
5;21141;Estudis d'Anglès i de Clàssiques;UAB;Cerdanyola del Vallès;30;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
5;21142;Estudis d'Anglès i Espanyol;UAB;Cerdanyola del Vallès;30;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
5;21143;Estudis d'Anglès i Francès;UAB;Cerdanyola del Vallès;30;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
4;21030;Estudis d'Àsia Oriental -Japonès-;UAB;Cerdanyola del Vallès;40;5,604;;;;;;;;;;;;0,2;0,2;;;0,2;0,2;0,2;0,1;0,2;0,2;;;;;;
4;21067;Estudis d'Àsia Oriental -Xinès-;UAB;Cerdanyola del Vallès;40;5,19;;;;;;;;;;;;0,2;0,2;;;0,2;0,2;0,2;0,1;0,2;0,2;;;;;;
5;21144;Estudis de Català i Espanyol;UAB;Cerdanyola del Vallès;30;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
5;21133;Estudis d'Espanyol i Xinès: Llengua, Literatura i Cultura;UAB;Cerdanyola del Vallès;40;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
5;41065;Estudis Globals;UPF;Barcelona;40;11,724;;;0,1;;;0,1;;0,1;0,1;0,1;0,1;0,2;0,2;0,1;;0,2;;;;0,1;0,1;0,2;0,2;0,2;0,1;0,1;
5;81084;Estudis Globals / Global Studies (docència en Anglès);UdG;Girona;40;7,25;;;0,1;;;0,1;;0,1;0,1;0,1;0,1;0,2;0,2;0,1;;0,2;;;;0,1;0,1;0,2;0,2;0,2;0,1;0,1;
5;91062;Estudis Globals / Global Studies (docència en Anglès);UVic-UCC;Vic;40;5;;;0,1;;;0,1;;0,1;0,1;0,1;0,1;0,2;0,2;0,1;;0,2;;;;0,1;0,1;0,2;0,2;0,2;0,1;0,1;
6;81085;Estudis Globals / Global Studies (docència en Anglès) / Turisme (simultaneïtat);UdG;Girona;20;6,808;0,1;0,1;0,1;0,2;0,1;0,1;;0,1;0,1;0,1;0,2;0,2;0,2;0,1;;0,2;;;;0,2;0,2;0,2;0,2;0,2;0,1;0,1;
8;41022;Estudis Internacionals d'Economia i Empresa - International Business Economics (docència en Anglès);UPF;Barcelona;90;12,214;;;0,2;;;;;;;0,2;;0,2;0,2;;;;;;;;;0,2;0,2;;0,2;;
4;11023;Estudis Literaris;UB;Barcelona;100;5;;;;;;;;;;;;;;;;;0,2;0,2;;0,2;0,2;;;;;;
4;21148;Estudis Socioculturals de Gènere;UAB;Cerdanyola del Vallès;60;5;0,2;0,2;0,2;;0,2;0,2;;0,2;0,2;;0,2;0,2;0,2;0,1;;0,1;0,2;0,2;0,2;0,1;0,1;;0,2;0,1;;0,2;
9;11024;Farmàcia;UB;Barcelona;340;11,026;;;0,2;;;;;;;0,2;;;;;;;;;;;;0,2;;;0,2;;
10;11075;Farmàcia / Nutrició Humana i Dietètica (Simultaneïtat);UB;Barcelona, Santa Coloma de Gramenet;20;11,192;;;0,2;;;;;;;0,2;;;;;;;;;;;;0,2;;;0,2;;
4;11025;Filologia Catalana;UB;Barcelona;70;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
4;81070;Filologia Catalana;UdG;Girona;40;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
4;21134;Filologia Catalana: Estudis de Literatura i Lingüística;UAB;Cerdanyola del Vallès;40;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
5;81080;Filologia Catalana / Filologia Hispànica (simultaneïtat);UdG;Girona;10;6,378;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
4;61055;Filologia Catalana i Estudis Occitans;UdL;Lleida;20;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
5;61058;Filologia Catalana i Estudis Occitans / Llengües Aplicades i Traducció (Simultaneïtat);UdL;Lleida;10;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;0,2;;;;
3;11026;Filologia Clàssica;UB;Barcelona;60;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
4;11027;Filologia Hispànica;UB;Barcelona;120;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
4;61079;Filologia Hispànica;UdL;Lleida;20;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
4;81071;Filologia Hispànica;UdG;Girona;40;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
5;81080;Filologia Hispànica / Filologia Catalana (simultaneïtat);UdG;Girona;10;6,378;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;;;;;
5;61080;Filologia Hispànica / Llengües Aplicades i Traducció (Simultaneïtat);UdL;Lleida;10;5;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;;0,2;;;;
3;11061;Filosofia;UB;Barcelona;200;5;0,1;0,1;;0,1;0,1;;;;;;0,2;;;;;0,2;;;;0,2;0,2;;;0,2;;;
3;21032;Filosofia;UAB;Cerdanyola del Vallès;70;5;0,1;0,1;;0,1;0,1;;;;;;0,2;;;;;0,2;;;;0,2;0,2;;;0,2;;;
3;81072;Filosofia;UdG;Girona;35;5;0,1;0,1;;0,1;0,1;;;;;;0,2;;;;;0,2;;;;0,2;0,2;;;0,2;;;
9;81069;Filosofia / Economia (Simultaneïtat);UdG;Girona;10;7,24;0,1;0,1;0,2;0,1;0,1;;;;;0,2;0,2;0,2;0,2;;;0,2;;;;0,2;0,2;0,2;0,2;0,2;0,2;;
6;41042;Filosofia, Política i Economia;UPF/UAB/ UAM/UC3M;Cerdanyola del Vallès, Barcelona;30;12,046;;;;;;;;;;0,2;;0,2;0,2;;;;;;;0,2;0,2;0,2;0,2;0,2;;;
8;71014;Finances i Comptabilitat;URV;Reus;115;6,864;;;0,2;;;;;;;0,2;;0,2;0,2;;;;;;;;;0,2;0,2;;0,2;;
9;71053;Finances i Comptabilitat / Administració i Direcció d'Empreses (Simultaneïtat);URV;Reus;30;10,131;;;0,2;;;;;;;0,2;;0,2;0,2;;;;;;;;;0,2;0,2;;0,2;;
9;11030;Física;UB;Barcelona;162;11,706;;;0,1;;;;0,1;;;0,2;;;;0,1;;;;;;;;0,2;;;0,2;;0,1
9;21001;Física;UAB;Barcelona;70;11,77;;;0,1;;;;0,1;;;0,2;;;;0,1;;;;;;;;0,2;;;0,2;;0,1
10;11020;Física / Matemàtiques (Simultaneïtat);UB;Barcelona;20;12,924;;;0,1;0,1;;;0,1;;;0,2;;;;0,1;;;;;;;;0,2;0,2;;0,2;;0,1
10;21005;Física / Matemàtiques (Simultaneïtat);UAB;Barcelona;20;13,438;;;0,1;0,1;;;0,1;;;0,2;;;;0,1;;;;;;;;0,2;0,2;;0,2;;0,1
10;21100;Física / Química (Simultaneïtat);UAB;Barcelona;No encontrado;12,348;;;0,1;;;;0,1;;;0,2;;;;0,1;;;;;;;;0,2;;;0,2;;0,1
7;21095;Fisioteràpia;UAB;Cerdanyola del Vallès;80;11,057;;;0,2;;;;;;;0,2;;;;;;;;;;;;0,2;0,2;;;;
7;21033;"Fisioteràpia ""Gimbernat""";UAB;Sant Cugat del Vallès;240;6,323;;;0,2;;;;;;;0,2;;;;;;;;;;;;0,2;0,2;;;;
7;41055;"Fisioteràpia ""Tecnocampus""";UPF;Mataró;40;8,463;;;0,2;;;;;;;0,2;;;;;;;;;;;;0,2;0,2;;;;
7;61019;Fisioteràpia;UdL;Lleida;25;10,484;;;0,2;;;;;;;0,2;;;;;;;;;;;;0,2;0,2;;;;
7;81087;"Fisioteràpia ""EUSES""";UdG;Salt;165;7,19;;;0,2;;;;;;;0,2;;;;;;;;;;;;0,2;0,2;;;;
7;71043;Fisioteràpia (Reus);URV;Reus;80;9,9;;;0,2;;;;;;;0,2;;;;;;;;;;;;0,2;0,2;;;;
7;71048;Fisioteràpia (Tortosa);URV;Tortosa;60;6,836;;;0,2;;;;;;;0,2;;;;;;;;;;;;0,2;0,2;;;;
7;91012;Fisioteràpia;UVic-UCC;Vic;160;6,953;;;0,2;;;;;;;0,2;;;;;;;;;;;;0,2;0,2;;;;
7;91041;Fisioteràpia (Campus Manresa);UVic-UCC;Manresa;160;7,109;;;0,2;;;;;;;0,2;;;;;;;;;;;;0,2;0,2;;;;
7;91918;Fisioteràpia (Docència en Anglès) (Només per a estudiants espanyols o estrangers amb residència);UdG/UB;L'Hospitalet de Llobregat;18;6,974;;;0,2;;;;;;;0,2;;;;;;;;;;;;0,2;0,2;;;;
7;91919;Fisioteràpia (docència en Anglès) (només per a estudiants sense nacionalitat espanyola ni residència a l'Estat Espanyol);UdG/UB;L'Hospitalet de Llobregat;42;7,028;;;0,2;;;;;;;0,2;;;;;;;;;;;;0,2;0,2;;;;
8;61039;Fisioteràpia / Ciències de l'Activitat Física i de l'Esport (Simultaneïtat);UdL;Lleida;25;11,336;;;0,2;0,2;;;;;;0,2;;;0,1;;0,1;;;;;;;0,2;0,2;;0,2;;
8;81086;"Fisioteràpia / Ciències de l'Activitat Física i de l'Esport ""EUSES"" (simultaneïtat)";UdG;Salt;10;6,5;;;0,2;0,2;;;;;;0,2;;;0,1;;0,1;;;;;;;0,2;0,2;;0,2;;
8;71088;"Fisioteràpia / Ciències de l'Activitat Física i de l'Esport ""EUSES"" (simultaneïtat)";URV;Tortosa, Amposta;10;5,344;;;0,2;0,2;;;;;;0,2;;;0,1;;0,1;;;;;;;0,2;0,2;;0,2;;
8;41037;"Fisioteràpia / Ciències de l'Activitat Física i de l'Esport ""Tecnocampus"" (simultaneïtat)";UPF;Mataró;40;7,7;;;0,2;0,2;;;;;;0,2;;;0,1;;0,1;;;;;;;0,2;0,2;;0,2;;
10;61044;Fisioteràpia / Infermeria (Simultaneïtat);UdL;Lleida;25;11,017;;;0,2;;;;;;;0,2;;;;;;;;;;;;0,2;0,2;;0,2;;
8;61057;Fisioteràpia / Nutrició Humana i Dietètica (Simultaneïtat);UdL;Igualada;20;10,16;;;0,2;;;;;;;0,2;;;;;;;;;;;;0,2;0,2;;0,2;;
7;21035;Genètica;UAB;Cerdanyola del Vallès;60;11,302;;;0,2;;;;;;;0,2;;;;;;;;;;;;0,2;;;0,2;;
5;11108;Geografia i Canvi Global;UB;Barcelona;50;5;;;0,1;;;0,1;;;;;0,1;0,1;0,2;0,2;0,1;0,1;;;;0,1;0,2;0,2;0,2;0,1;;;
5;61026;Geografia;UdL;Lleida;20;5;;;0,1;;;0,1;;;;;0,1;0,1;0,2;0,2;0,1;0,1;;;;0,1;0,2;0,2;0,2;0,1;;;
5;71015;Geografia, Anàlisi Territorial i Sostenibilitat;URV;Vila-Seca;35;5;;;0,1;;;0,1;;;;;0,1;0,1;0,2;0,2;0,1;0,1;;;;0,1;0,2;0,2;0,2;0,1;;;
5;21124;Geografia, Medi Ambient i Planificació Territorial;UAB;Cerdanyola del Vallès;60;5;;;0,1;;;0,1;;;;;0,1;0,1;0,2;0,2;0,1;0,1;;;;0,1;0,2;0,2;0,2;0,1;;;
5;81073;Geografia, Territori i Medi Ambient;UdG;Girona;35;5;;;0,1;;;0,1;;;;;0,1;0,1;0,2;0,2;0,1;0,1;;;;0,1;0,2;0,2;0,2;0,1;;;
6;81076;Geografia, Territori i Medi Ambient / Turisme (simultaneïtat);UdG;Girona;10;5;0,1;0,1;0,1;0,2;0,1;0,1;;;;;0,2;0,2;0,2;0,2;0,1;0,2;;;;0,2;0,2;0,2;0,2;0,2;;;
6;11032;Geologia;UB;Barcelona;60;5;;;0,1;0,1;;;;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;
6;21037;Geologia;UAB;Cerdanyola del Vallès;40;5;;;0,1;0,1;;;;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;
7;21151;Geologia / Ciències Ambientals (Simultaneïtat);UAB;Cerdanyola del Vallès;30;6,833;;;0,2;0,2;;;;;;0,2;;;;0,2;;;;;;;;0,2;;;0,2;;
8;21038;Gestió Aeronàutica;UAB;Sabadell;65;8,05;;;0,1;0,1;;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,2;0,1;;0,1;;;;0,1;0,1;0,2;0,2;0,1;0,1;0,1;
6;21149;Gestió de Ciutats Intel·ligents i Sostenibles;UAB;Cerdanyola del Vallès;60;6,936;;;0,1;;;;0,1;0,1;0,1;0,2;;0,2;0,2;0,2;;;;;;;;0,2;0,2;;0,2;0,1;0,2
7;91060;Gestió de la Societat Digital (Campus Manresa);UVic-UCC;Manresa;40;5;;;0,2;;;;;0,1;0,1;0,2;;0,2;0,2;0,2;;0,1;;;;;;0,2;0,2;0,1;0,2;0,1;0,2
5;11091;Gestió d'Informació i Documentació Digital;UB;Barcelona;60;5;;;0,1;;;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,1;0,1;;0,1;0,2;0,2;;0,2;0,2;0,1;0,1;0,1;0,1;0,1;
6;11098;Gestió d'Informació i Documentació Digital / Comunicació Audiovisual (Simultaneïtat);UB;Barcelona;20;10,01;0,2;0,2;0,1;;0,2;0,2;0,2;0,2;0,2;0,1;0,2;0,2;0,2;0,1;;0,2;0,2;0,2;;0,2;0,2;0,2;0,2;0,2;0,1;0,2;
6;71068;Gestió en Turisme i Hoteleria;URV;Vila-Seca;75;5;0,1;0,1;0,1;0,2;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,2;0,2;0,1;;0,2;0,1;0,1;;0,1;0,1;0,2;0,2;0,2;0,1;0,1;
5;11052;Gestió i Administració Pública;UB;Barcelona;80;7,884;;;0,1;;;;;;;0,1;;0,2;0,2;0,1;;0,1;;;;0,1;0,1;0,2;0,2;0,1;0,1;;0,2
6;11070;Gestió i Administració Pública / Dret (Simultaneïtat);UB;Barcelona;No encontrado;NS;;;0,1;;;;;;;0,1;;0,2;0,2;0,1;;0,1;;;;0,1;0,2;0,2;0,2;0,1;0,1;;0,2
5;41064;Grau Obert, Programa de (Agrupació);UPF;Barcelona;30;11,201;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2
4;11035;Història;UB;Barcelona;255;5;;;;;;;;;;;0,2;;0,1;;;0,2;;;;0,2;0,2;;;0,2;;;
4;21040;Història;UAB;Cerdanyola del Vallès;140;5;;;;;;;;;;;0,2;;0,1;;;0,2;;;;0,2;0,2;;;0,2;;;
4;61028;Història;UdL;Lleida;40;5;;;;;;;;;;;0,2;;0,1;;;0,2;;;;0,2;0,2;;;0,2;;;
4;71077;Història;URV;Tarragona;45;5,496;;;;;;;;;;;0,2;;0,1;;;0,2;;;;0,2;0,2;;;0,2;;;
4;81074;Història;UdG;Girona;55;5;;;;;;;;;;;0,2;;0,1;;;0,2;;;;0,2;0,2;;;0,2;;;
5;11096;Història / Arqueologia (Simultaneïtat);UB;Barcelona;20;6,362;;;;;;;;;;;0,2;;0,1;;;0,2;;;;0,2;0,2;;;0,2;;;
5;11104;Història / Història de l'Art (Simultaneïtat);UB;Barcelona;20;7,314;0,2;0,2;;;0,2;;;;;;0,2;;0,1;;0,2;0,2;;;;0,2;0,2;;;0,2;;;
5;81078;Història / Història de l'Art (simultaneïtat);UdG;Girona;10;5,888;0,2;0,2;;;0,2;;;;;;0,2;;0,1;;0,2;0,2;;;;0,2;0,2;;;0,2;;;
3;11034;Història de l'Art;UB;Barcelona;170;5;0,2;0,2;;;0,2;;;;;;0,2;;0,1;;0,2;0,2;;;;0,2;0,2;;;0,2;;;
